Position,Element,Name,Type,Requirement,Min,Max,Repeat,Notes,Remarks,Codes,URL
L11-02,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,,1503.0,https://www.stedi.com/edi/x12-004010/segment/L11
L11-03,352,Description,String (AN),Conditional,1.0,80,-,A free-form description to clarify the related data elements and their content,,,https://www.stedi.com/edi/x12-004010/segment/L11
ST-01,143,Transaction Set Identifier Code,Identifier (ID),Mandatory,3.0,3,-,Code uniquely identifying a Transaction Set,"The transaction set identifier (ST01) used by the translation routines of the interchange partners to select the appropriate transaction set definition (e.g., 810 selects the Invoice Transaction Set).",298.0,https://www.stedi.com/edi/x12-004010/segment/ST
ST-02,329,Transaction Set Control Number,String (AN),Mandatory,4.0,9,-,Identifying control number that must be unique within the transaction set functional group assigned by the originator for a transaction set,,,https://www.stedi.com/edi/x12-004010/segment/ST
SDQ-01,355,Unit or Basis for Measurement Code,Identifier (ID),Mandatory,2.0,2,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",,794.0,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-02,66,Identification Code Qualifier,Identifier (ID),Optional,1.0,2,-,Code designating the system/method of code structure used for Identification Code (67),SDQ02 is used only if different than previously defined in the transaction set.,215.0,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-03,67,Identification Code,String (AN),Mandatory,2.0,80,-,Code identifying a party or other code,SDQ03 is the store number.,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-04,380,Quantity,Decimal number (R),Mandatory,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-05,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P0506: If either SDQ-05 or SDQ-06 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-06,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-07,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P0708: If either SDQ-07 or SDQ-08 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-08,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-09,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P0910: If either SDQ-09 or SDQ-10 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-10,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-11,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P1112: If either SDQ-11 or SDQ-12 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-12,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-13,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P1314: If either SDQ-13 or SDQ-14 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-14,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-15,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P1516: If either SDQ-15 or SDQ-16 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-16,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-17,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P1718: If either SDQ-17 or SDQ-18 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-18,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-19,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P1920: If either SDQ-19 or SDQ-20 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-20,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-21,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,"P2122: If either SDQ-21 or SDQ-22 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-22,380,Quantity,Decimal number (R),Conditional,1.0,15,-,Numeric value of quantity,,,https://www.stedi.com/edi/x12-004010/segment/SDQ
SDQ-23,310,Location Identifier,String (AN),Optional,1.0,30,-,Code which identifies a specific location,"SDQ23 identifies the area within the location identified in SDQ03, SDQ05, SDQ07, SDQ09, SDQ11, SDQ13, SDQ15, SDQ17, SDQ19, and SDQ21.
SDQ23 may be used to identify areas within a store, e.g., front room, back room, selling outpost, end aisle display, etc. The value is agreed to by trading partners or industry conventions.",,https://www.stedi.com/edi/x12-004010/segment/SDQ
R4-01,115,Port or Terminal Function Code,Identifier (ID),Mandatory,1.0,1,-,Code defining function performed at the port or terminal with respect to a shipment,,30.0,https://www.stedi.com/edi/x12-004010/segment/R4
R4-02,309,Location Qualifier,Identifier (ID),Conditional,1.0,2,-,Code identifying type of location,"P0203: If either R4-02 or R4-03 is present, then the other is required",172.0,https://www.stedi.com/edi/x12-004010/segment/R4
R4-03,310,Location Identifier,String (AN),Conditional,1.0,30,-,Code which identifies a specific location,,,https://www.stedi.com/edi/x12-004010/segment/R4
R4-04,114,Port Name,String (AN),Optional,2.0,24,-,Free-form name for the place at which an offshore carrier originates or terminates (by transshipment or otherwise) its actual ocean carriage of property,,,https://www.stedi.com/edi/x12-004010/segment/R4
R4-05,26,Country Code,Identifier (ID),Optional,2.0,3,-,Code identifying the country,,498.0,https://www.stedi.com/edi/x12-004010/segment/R4
R4-06,174,Terminal Name,String (AN),Optional,2.0,30,-,Free-form field for terminal name,,,https://www.stedi.com/edi/x12-004010/segment/R4
R4-07,113,Pier Number,String (AN),Optional,1.0,4,-,Identifying number for the pier,,,https://www.stedi.com/edi/x12-004010/segment/R4
R4-08,156,State or Province Code,Identifier (ID),Optional,2.0,2,-,Code (Standard State/Province) as defined by appropriate government agency,,,https://www.stedi.com/edi/x12-004010/segment/R4
