Key,Value,source_file
AAT,Distributor's Account Number,DE-128-4010-X12.json
AAU,General Agency Number,DE-128-4010-X12.json
AAV,Laboratory Number,DE-128-4010-X12.json
AAW,Agency Assigned Number,DE-128-4010-X12.json
AAX,List Bill Number,DE-128-4010-X12.json
AAY,Accounting Period Reference,DE-128-4010-X12.json
AAZ,Paramedical ID Number,DE-128-4010-X12.json
AB,Acceptable Source Purchaser ID,DE-128-4010-X12.json
ABA,Payroll Number,DE-128-4010-X12.json
ABB,Personal ID Number,DE-128-4010-X12.json
ABC,Policy Link Number,DE-128-4010-X12.json
ABD,Secondary Policy Number,DE-128-4010-X12.json
ABE,Special Quote Number,DE-128-4010-X12.json
ABF,National Property Registry System Level 1,DE-128-4010-X12.json
ABG,National Property Registry System Level 2,DE-128-4010-X12.json
ABH,Investor Assigned Identification Number,DE-128-4010-X12.json
ABJ,Ginnie Mae (Government National Mortgage Association) Pool Package Number,DE-128-4010-X12.json
ABK,Mortgage Electronic Registration System Organization Identifier,DE-128-4010-X12.json
ABL,Seller Loan Number,DE-128-4010-X12.json
ABM,Sub-Servicer Loan Number,DE-128-4010-X12.json
ABN,National Property Registry System Level 3,DE-128-4010-X12.json
ABO,State Hazardous Waste Entity Identifier,DE-128-4010-X12.json
ABP,Bankruptcy Procedure Number - Number assigned to Bankruptcy procedure used in various European countries,DE-128-4010-X12.json
ABQ,National Business Identification Number - Number assigned by a government regulatory agency to uniquely identify a business; differs by country,DE-128-4010-X12.json
ABR,"Prior Data Universal Number System (D-U-N-S) Number, Dun & Bradstreet",DE-128-4010-X12.json
ABS,Vessel Name,DE-128-4010-X12.json
ABT,Security Instrument Number,DE-128-4010-X12.json
ABU,Assignment Recording Number,DE-128-4010-X12.json
ABV,Book Number,DE-128-4010-X12.json
ABY,Health Care Financing Administration National Payer Identification Number,DE-128-4010-X12.json
AC,Air Cargo Transfer Manifest,DE-128-4010-X12.json
ACA,Growth Factor Reference,DE-128-4010-X12.json
ACB,Region,DE-128-4010-X12.json
ACC,Status,DE-128-4010-X12.json
ACD,Class Code,DE-128-4010-X12.json
ACE,Service Request Number,DE-128-4010-X12.json
ACF,Supplement Number,DE-128-4010-X12.json
ACG,Previous Ticket Number,DE-128-4010-X12.json
ACH,One Call Agency Ticket Number - A unique identifier used to identify a One Call Agency ticket,DE-128-4010-X12.json
ACI,Ticket Number,DE-128-4010-X12.json
ACJ,Bill of Material Revision Number,DE-128-4010-X12.json
ACK,Drawing Revision Number,DE-128-4010-X12.json
ACR,Automated Clearinghouse (ACH) Return/Notification of Change (NOC) Code,DE-128-4010-X12.json
ACS,Society of Property Information Compilers and Analysts,DE-128-4010-X12.json
ACT,Accounting Code,DE-128-4010-X12.json
AD,Acceptable Source DUNS Number,DE-128-4010-X12.json
ADA,Agency for International Development Acquisition Regulation (AIDAR),DE-128-4010-X12.json
ADB,Master Property Number,DE-128-4010-X12.json
ADC,Project Property Number,DE-128-4010-X12.json
ADD,Unit Property Number,DE-128-4010-X12.json
ADE,Associated Property Number,DE-128-4010-X12.json
ADF,Associated Number For Limited Common Element Parking,DE-128-4010-X12.json
ADG,Associated Number For Unit Parking,DE-128-4010-X12.json
ADH,Associated Number For Joined Unit not re-subdivided,DE-128-4010-X12.json
ADI,Processor Identification Number,DE-128-4010-X12.json
ADM,Air Dimension Code,DE-128-4010-X12.json
AE,Authorization for Expense (AFE) Number,DE-128-4010-X12.json
AEA,Numero de Cedula de Identidad (CIN) Number - Number assigned to a business in parts of Latin America,DE-128-4010-X12.json
AEB,Company's Registry Office (CRO) Number - Number assigned to a business in Great Britain and Ireland,DE-128-4010-X12.json
AEC,Government Registration Number,DE-128-4010-X12.json
AED,Judicial Number,DE-128-4010-X12.json
AEE,Numero de Identificacion Tributaria (NIT) - Number assigned to a business in parts of Latin America,DE-128-4010-X12.json
AEF,Passport Number,DE-128-4010-X12.json
AEG,Patron Number - Type of Business identification number used in parts of Latin America,DE-128-4010-X12.json
AEH,Registro Informacion Fiscal (RIF) - Number assigned to a business in Venezuela,DE-128-4010-X12.json
AEI,Registro Unico de Contribuyente (RUC) - Number assigned to a business in parts of Latin America,DE-128-4010-X12.json
AEJ,Superintendencia de Inversiones Extranjeras (SIEX) Number - Number assigned to an individual in parts of Latin America,DE-128-4010-X12.json
AEK,Tokyo Shoko Research Business Identifier,DE-128-4010-X12.json
AEL,Registro Nacional de Contribuyente (RNC) - Number assigned to a business in parts of Latin America,DE-128-4010-X12.json
AEM,Distribution Center Number,DE-128-4010-X12.json
AF,Airlines Flight Identification Number,DE-128-4010-X12.json
AG,Agent's Shipment Number,DE-128-4010-X12.json
AH,Agreement Number,DE-128-4010-X12.json
AHC,Air Handling Code,DE-128-4010-X12.json
AI,Associated Invoices,DE-128-4010-X12.json
AJ,Accounts Receivable Customer Account,DE-128-4010-X12.json
AK,Sending Company Audit Number (Automated Clearinghouse Transfers),DE-128-4010-X12.json
AL,Accounting (Equipment) Location Number,DE-128-4010-X12.json
ALC,Agency Location Code,DE-128-4010-X12.json
ALG,Title Company Code Book Reference,DE-128-4010-X12.json
ALH,Title Document Schedule,DE-128-4010-X12.json
ALI,Recording Number,DE-128-4010-X12.json
ALJ,Title Policy Number,DE-128-4010-X12.json
ALT,Alteration Number,DE-128-4010-X12.json
AM,Adjustment Memo (Charge Back),DE-128-4010-X12.json
AN,Associated Purchase Orders,DE-128-4010-X12.json
AO,Appointment Number,DE-128-4010-X12.json
AP,Accounts Receivable Number,DE-128-4010-X12.json
API,American Petroleum Institute (API) Deduction Code,DE-128-4010-X12.json
AQ,Access Code - Identifies difficulties in accessing subassembly or part requiring repair,DE-128-4010-X12.json
AR,Arrival Code,DE-128-4010-X12.json
AS,Acceptable Source Supplier ID,DE-128-4010-X12.json
ASL,Atomic Safety and Licensing Board Panel (ASLBP) Number - Uniquely identifies a specific administrative law court panel,DE-128-4010-X12.json
ASP,Animal Species,DE-128-4010-X12.json
AST,Animal Strain,DE-128-4010-X12.json
AT,Appropriation Number,DE-128-4010-X12.json
ATC,Maintenance Availability Type,DE-128-4010-X12.json
AU,Authorization to Meet Competition Number,DE-128-4010-X12.json
AV,Health Insurance Rating Account Number,DE-128-4010-X12.json
AW,Air Waybill Number,DE-128-4010-X12.json
AX,Government Accounting Class Reference Number (ACRN),DE-128-4010-X12.json
AY,Floor Plan Approval Number - Authorization number supplied by a finance company prior to shipment of product,DE-128-4010-X12.json
AZ,Health Insurance Policy Number,DE-128-4010-X12.json
B1,Lessee Bill Code Number,DE-128-4010-X12.json
B2,Axle Ratio - Numerical gear ratio of an axle drivetrain,DE-128-4010-X12.json
B3,Preferred Provider Organization Number,DE-128-4010-X12.json
B4,Bilateral Car Service Agreements,DE-128-4010-X12.json
B5,Health Insurance Rating Suffix Code,DE-128-4010-X12.json
B6,Life Insurance Billing Account Number,DE-128-4010-X12.json
B7,Life Insurance Policy Number,DE-128-4010-X12.json
B8,Life Insurance Billing Suffix Code,DE-128-4010-X12.json
B9,Retirement Plan Account Number,DE-128-4010-X12.json
BA,Retirement Plan Policy Number,DE-128-4010-X12.json
BAA,Franchise Tax Account Number,DE-128-4010-X12.json
BAB,Certificate of Incorporation Number,DE-128-4010-X12.json
BAC,Beam Assembly Code,DE-128-4010-X12.json
BAD,State Tax Identification Number,DE-128-4010-X12.json
BAE,Charter Number,DE-128-4010-X12.json
BAF,Receipt Number,DE-128-4010-X12.json
BAG,Withdrawal Account Number,DE-128-4010-X12.json
BAH,Deposit Account Number,DE-128-4010-X12.json
BAI,Business Identification Number,DE-128-4010-X12.json
BB,Authorization Number - Proves that permission was obtained to provide a service,DE-128-4010-X12.json
BC,Buyer's Contract Number,DE-128-4010-X12.json
BCI,Basic Contract Line Item Number,DE-128-4010-X12.json
BD,Bid Number,DE-128-4010-X12.json
BE,Business Activity,DE-128-4010-X12.json
BF,Billing Center Identification,DE-128-4010-X12.json
BG,Beginning Serial Number,DE-128-4010-X12.json
BH,Lease Schedule Number - Blanket,DE-128-4010-X12.json
BI,Bonded Carrier Internal Revenue Service Identification Number,DE-128-4010-X12.json
BJ,Carrier's Customs Bond Number,DE-128-4010-X12.json
BK,Broker's Order Number,DE-128-4010-X12.json
BKT,Bank Telegraphic Number,DE-128-4010-X12.json
BL,Government Bill of Lading,DE-128-4010-X12.json
BLT,Billing Type,DE-128-4010-X12.json
BM,Bill of Lading Number,DE-128-4010-X12.json
BMM,Begin Mile Marker,DE-128-4010-X12.json
BN,Booking Number,DE-128-4010-X12.json
BO,Bin Location Number,DE-128-4010-X12.json
BOI,Binary Object Identifier,DE-128-4010-X12.json
BP,Adjustment Control Number - Identification assigned to an adjustment for future reference,DE-128-4010-X12.json
BQ,Health Maintenance Organization Code Number - A unique number assigned to each individual Health Maintenance Organization (HMO) health insurance plan (assigned by the HMO),DE-128-4010-X12.json
BR,Broker or Sales Office Number,DE-128-4010-X12.json
BS,Split Booking Number,DE-128-4010-X12.json
BT,Batch Number,DE-128-4010-X12.json
BU,Buyer's Approval Mark,DE-128-4010-X12.json
BV,Purchase Order Line Item Identifier (Buyer),DE-128-4010-X12.json
BW,Blended With Batch Number - Number of the batch with which another batch was blended prior to delivery to customer,DE-128-4010-X12.json
BX,Buyer's Shipment Mark Number - Number identifying individual bales and total shipments of cotton which have been tested according to U.S. Government regulations,DE-128-4010-X12.json
BY,Repair Category Number - Classification number for the type of repair performed on a product,DE-128-4010-X12.json
BZ,Complaint Code - Number categorizing customer complaints,DE-128-4010-X12.json
C0,Canadian Social Insurance Number,DE-128-4010-X12.json
C1,Customer material specification number,DE-128-4010-X12.json
C2,Customer process specification number,DE-128-4010-X12.json
C3,Customer specification number,DE-128-4010-X12.json
C4,Change Number,DE-128-4010-X12.json
C5,Customer Tracking Number For Loaned Materials,DE-128-4010-X12.json
C6,Carnet Number,DE-128-4010-X12.json
C7,Contract Line Item Number,DE-128-4010-X12.json
C8,Corrected Contract Number,DE-128-4010-X12.json
C9,Previous Credit/Debit Adjustment Number,DE-128-4010-X12.json
CA,Cost Allocation Reference,DE-128-4010-X12.json
CB,Combined Shipment,DE-128-4010-X12.json
CBG,Census Block Group,DE-128-4010-X12.json
CC,Contract Co-op Number,DE-128-4010-X12.json
CD,Credit Note Number,DE-128-4010-X12.json
CDN,Citizenship Document Number,DE-128-4010-X12.json
CE,Class of Contract Code,DE-128-4010-X12.json
CF,Fleet Reference Number,DE-128-4010-X12.json
CG,Consignee's Order Number,DE-128-4010-X12.json
CH,Customer catalog number,DE-128-4010-X12.json
CI,Unique Consignment Identifier,DE-128-4010-X12.json
CIR,Circuit Number,DE-128-4010-X12.json
CIT,Citation,DE-128-4010-X12.json
CJ,Clause Number,DE-128-4010-X12.json
CK,Check Number,DE-128-4010-X12.json
CL,Seller's Credit Memo,DE-128-4010-X12.json
CM,Buyer's Credit Memo,DE-128-4010-X12.json
CMN,Continuous Move Number,DE-128-4010-X12.json
CMP,Customer Maintenance Period Sequence Number,DE-128-4010-X12.json
CMT,Component,DE-128-4010-X12.json
CN,Carrier's Reference Number (PRO/Invoice),DE-128-4010-X12.json
CNO,Commitment Number,DE-128-4010-X12.json
CO,Customer Order Number,DE-128-4010-X12.json
COL,Collocation Indicator,DE-128-4010-X12.json
COT,Certificate of Transportation,DE-128-4010-X12.json
CP,Condition of Purchase Document Number,DE-128-4010-X12.json
CPA,Canadian Province Operating Authority Number,DE-128-4010-X12.json
CPT,Current Procedural Terminology Code,DE-128-4010-X12.json
CQ,Customshouse Broker License Number,DE-128-4010-X12.json
CR,Customer Reference Number,DE-128-4010-X12.json
CRN,Casualty Report Number,DE-128-4010-X12.json
CRS,Casualty Report Serial Number,DE-128-4010-X12.json
CS,Condition of Sale Document Number,DE-128-4010-X12.json
CSC,CS54 Key Train Indicator Code,DE-128-4010-X12.json
CSG,CS54 Key Train Indicator Group Name,DE-128-4010-X12.json
CST,Census State Code,DE-128-4010-X12.json
CT,Contract Number,DE-128-4010-X12.json
CTS,Census Tract Suffix,DE-128-4010-X12.json
CU,Clear Text Clause,DE-128-4010-X12.json
CV,Coil Number,DE-128-4010-X12.json
CW,Canadian Wheat Board Permit Number,DE-128-4010-X12.json
CX,Consignment Classification ID,DE-128-4010-X12.json
CY,Commercial Registration Number,DE-128-4010-X12.json
CYC,Periodicity Code,DE-128-4010-X12.json
CZ,Contract Rider Number (Used in conjunction with contract number),DE-128-4010-X12.json
D0,Data Reliability Code,DE-128-4010-X12.json
D1,Drug Enforcement Administration Order Blank Number,DE-128-4010-X12.json
D2,Supplier Document Identification Number,DE-128-4010-X12.json
D3,National Association of Boards of Pharmacy Number,DE-128-4010-X12.json
D4,Cut Number,DE-128-4010-X12.json
D5,Dye Lot Number,DE-128-4010-X12.json
D6,Duplicate Bill Number - The number of the second or subsequent invoice for the same goods or services,DE-128-4010-X12.json
D7,Coverage Code - Type of protection provided by an insurance policy,DE-128-4010-X12.json
D8,Loss Report Number - Sequence number to identify a particular loss and its information. It will be assigned across all lines of business for a particular customer,DE-128-4010-X12.json
D9,Claim Number - Sequence number to track the number of claims opened within a particular line of business,DE-128-4010-X12.json
DA,Domicile Branch Number - Home location of product,DE-128-4010-X12.json
DB,Buyer's Debit Memo,DE-128-4010-X12.json
DC,Dealer purchase order number,DE-128-4010-X12.json
DD,Document Identification Code,DE-128-4010-X12.json
DE,Depositor Number,DE-128-4010-X12.json
DF,Defense Federal Acquisition Regulations (DFAR),DE-128-4010-X12.json
DG,Drawing Number,DE-128-4010-X12.json
DH,Drug Enforcement Administration Number,DE-128-4010-X12.json
DHH,Department of Health and Human Services Acquisition Regulation (HHSAR),DE-128-4010-X12.json
DI,Distributor Invoice Number,DE-128-4010-X12.json
DIS,District Number,DE-128-4010-X12.json
DJ,Delivery Ticket Number,DE-128-4010-X12.json
DK,Dock Number,DE-128-4010-X12.json
DL,Seller's Debit Memo,DE-128-4010-X12.json
DM,Associated Product Number,DE-128-4010-X12.json
DN,Draft Number,DE-128-4010-X12.json
DNR,Deposit Number,DE-128-4010-X12.json
DNS,"D-U-N-S+4, D-U-N-S Number with Four Character Suffix",DE-128-4010-X12.json
DO,Delivery Order Number,DE-128-4010-X12.json
DOA,Department of Agriculture Acquisition Regulation (AGAR),DE-128-4010-X12.json
DOC,Department of Commerce Acquisition Regulation (CAR),DE-128-4010-X12.json
DOE,Department of Energy Acquisition Regulation (DEAR),DE-128-4010-X12.json
DOI,Department of Interior Acquisition Regulation (DIAR),DE-128-4010-X12.json
DOJ,Department of Justice Acquisition Regulation (JAR),DE-128-4010-X12.json
DOL,Department of Labor Acquisition Regulation (DOLAR),DE-128-4010-X12.json
DON,Density Order Number,DE-128-4010-X12.json
DOS,Department of State Acquisition Regulation (DOSAR),DE-128-4010-X12.json
DOT,Department of Transportation Acquisition Regulation (TAR),DE-128-4010-X12.json
DP,Department Number,DE-128-4010-X12.json
DQ,Delivery Quote Number,DE-128-4010-X12.json
DR,Dock Receipt Number,DE-128-4010-X12.json
DRN,Drainhole Number,DE-128-4010-X12.json
DS,Defense Priorities Allocation System (DPAS) Priority Rating,DE-128-4010-X12.json
DSC,Departure from Specification Class Code,DE-128-4010-X12.json
DSI,Departure from Specification Number,DE-128-4010-X12.json
DST,Departure from Specification Type Code,DE-128-4010-X12.json
DT,Downstream Shipper Contract Number,DE-128-4010-X12.json
DTS,Department of the Treasury Acquisition/Procurement Regulation (TAPR),DE-128-4010-X12.json
DU,Dependents Information - Qualifies text data that describes information about a dependent spouse or children as it pertains to the transportation of household goods,DE-128-4010-X12.json
DUN,D-U-N-S Number Dun & Bradstreet,DE-128-4010-X12.json
DV,Diversion Authority Number,DE-128-4010-X12.json
DW,Deposit Sequence Number,DE-128-4010-X12.json
DX,Department/Agency Number,DE-128-4010-X12.json
DY,Department of Defense Transportation Service Code Number (Household Goods),DE-128-4010-X12.json
DZ,Certified Registered Nurse Anesthetist (CRNA) Provider Identification Number - Provider number of the physician that is supervising the registered nurse anesthetist,DE-128-4010-X12.json
E1,Emergency Order Number,DE-128-4010-X12.json
E2,Part Causing Repair Number,DE-128-4010-X12.json
E3,Expansion on Effect of Change Number - Description of additional effects on test or operating procedures as a result of the change to the product,DE-128-4010-X12.json
E4,Charge Card Number,DE-128-4010-X12.json
E5,Claimant's Claim Number - Unique number assigned to the claim by the claimant,DE-128-4010-X12.json
E6,Backout Procedure Code - Description of the procedures required to remove the change to the product in case the change just made causes an unwanted result,DE-128-4010-X12.json
E7,Service Bulletin Number,DE-128-4010-X12.json
E8,Service Contract (Coverage) Number - Number or code identifying length and terms of the coverage,DE-128-4010-X12.json
E9,Attachment Code - Supplementary reference information,DE-128-4010-X12.json
EA,Medical Record Identification Number - A unique number assigned to each patient by the provider of service (hospital) to assist in retrieval of medical records,DE-128-4010-X12.json
EB,Embargo Permit Number,DE-128-4010-X12.json
EC,Circular,DE-128-4010-X12.json
ED,Export Declaration,DE-128-4010-X12.json
EDA,Department of Education Acquisition Regulation (EDAR),DE-128-4010-X12.json
EE,Election District,DE-128-4010-X12.json
EF,Electronic Funds Transfer ID Number,DE-128-4010-X12.json
EG,Ending Serial Number,DE-128-4010-X12.json
EH,Financial Classification Code,DE-128-4010-X12.json
EI,Employer's Identification Number,DE-128-4010-X12.json
EJ,Patient Account Number - A unique number assigned to each patient by the provider of service to facilitate retrieval of individual case records tracking of claims submitted to a payer and posting of payment,DE-128-4010-X12.json
EK,Healthcare Manpower Shortage Area (HMSA) Facility Identification Number - A unique number assigned to facility located in a Health Manpower Shortage Area,DE-128-4010-X12.json
EL,Electronic device pin number,DE-128-4010-X12.json
EM,Electronic Payment Reference Number,DE-128-4010-X12.json
EMM,End Mile Marker,DE-128-4010-X12.json
EN,Embargo Number,DE-128-4010-X12.json
END,Endorsement Number,DE-128-4010-X12.json
EO,Submitter Identification Number - A unique number identifying the submitter of the transaction set,DE-128-4010-X12.json
EP,Export Permit Number,DE-128-4010-X12.json
EPA,Environmental Protection Agency Acquisition Regulation (EPAAR),DE-128-4010-X12.json
EPB,Environmental Protection Agency Transporter Identification Number,DE-128-4010-X12.json
EQ,Equipment Number,DE-128-4010-X12.json
ER,Container or Equipment Receipt Number,DE-128-4010-X12.json
ES,Employer's Social Security Number,DE-128-4010-X12.json
ESN,Estimate Sequence Number,DE-128-4010-X12.json
ET,Excess Transportation,DE-128-4010-X12.json
EU,End User's Purchase Order Number,DE-128-4010-X12.json
EV,Receiver Identification Number - A unique number identifying the organization/site location designated to receive the current transmitted transaction set,DE-128-4010-X12.json
EW,Mammography Certification Number - Health Care Financing Administration assigned certification number of the certified mammography screening center,DE-128-4010-X12.json
EX,Estimate Number,DE-128-4010-X12.json
EY,Receiver Sub-identification Number - A unique code identifying the receiver's specific department or office location for internal routing of electronic claims,DE-128-4010-X12.json
EZ,Electronic Data Interchange Agreement Number,DE-128-4010-X12.json
F1,Version Code - National - Identifies the release of a set of information or requirements to distinguish from the previous or future sets that may differ; the release in question is on the national level,DE-128-4010-X12.json
F2,Version Code - Local - Identifies the release of a set of information or requirements to distinguish from the previous or future sets that may differ; the release in question is on the local level,DE-128-4010-X12.json
F3,Submission Number - A unique number assigned to the submitted transaction set; this number is used by the payer to track every file submitted,DE-128-4010-X12.json
F4,Facility Certification Number - A unique number assigned to qualifying facilities to perform services,DE-128-4010-X12.json
F5,Medicare Version Code - Identifies the release of a set of information or requirements to distinguish from previous or future sets that may differ; the version in question is that which is being used by Medicare,DE-128-4010-X12.json
F6,Health Insurance Claim (HIC) Number - A unique number assigned by the government to each person entitled to Medicare benefits,DE-128-4010-X12.json
F7,New Health Insurance Claim (HIC) Number - A revised Health Insurance Claim Number (HIN),DE-128-4010-X12.json
F8,Original Reference Number,DE-128-4010-X12.json
F9,Freight Payor Reference Number,DE-128-4010-X12.json
FA,Federal Acquisition Regulations (FAR),DE-128-4010-X12.json
FB,File Transfer Form Number,DE-128-4010-X12.json
FC,Filer Code Issued by Customs,DE-128-4010-X12.json
FCN,Assigned Contract Number,DE-128-4010-X12.json
FD,Filer Code Issued by Bureau of Census,DE-128-4010-X12.json
FE,Failure mechanism number,DE-128-4010-X12.json
FF,Film Number - Number assigned by the film distribution company,DE-128-4010-X12.json
FG,Fund Identification Number,DE-128-4010-X12.json
FH,Clinic Number - A unique number identifying the clinic location that rendered services,DE-128-4010-X12.json
FI,File Identifier,DE-128-4010-X12.json
FJ,Line Item Control Number - A unique number assigned to each charge line used for tracking purposes,DE-128-4010-X12.json
FK,Finish Lot Number,DE-128-4010-X12.json
FL,Fine Line Classification - Fine Line Classifications are used to group related items so that retail stores can perform analyses of sales and shelf space allocation by groups of products,DE-128-4010-X12.json
FLZ,Flood Zone,DE-128-4010-X12.json
FM,Federal Maritime Commission (FMC) Forwarders Number,DE-128-4010-X12.json
FMP,Facility Measurement Point Number,DE-128-4010-X12.json
FN,Forwarder's/Agent's Reference Number,DE-128-4010-X12.json
FND,Finder Number,DE-128-4010-X12.json
FO,Drug Formulary Number,DE-128-4010-X12.json
FP,Forestry Permit Number,DE-128-4010-X12.json
FQ,Form Number,DE-128-4010-X12.json
FR,Freight Bill Number,DE-128-4010-X12.json
FS,Final Sequence Number,DE-128-4010-X12.json
FSN,Assigned Sequence Number,DE-128-4010-X12.json
FT,Foreign Trade Zone,DE-128-4010-X12.json
FTN,Premarket Notification Number,DE-128-4010-X12.json
FU,Fund Code - Defense Fuel Supply Center to bill back fuel purchases to the appropriate service or agency account fund,DE-128-4010-X12.json
FV,Health Maintenance Organization (HMO) Reference Number - A unique number assigned to each referral or authorization when a claimant visits a provider other than the primary care provider,DE-128-4010-X12.json
FW,State License Identification Number - A unique number assigned to each provider of service; this number is assigned by state governments and is the provider's legal identification number in the state that is assigned,DE-128-4010-X12.json
FWC,Final Work Candidate Number,DE-128-4010-X12.json
FX,Failure Analysis Report Number,DE-128-4010-X12.json
FY,Claim Office Number - The identification of the specific payer's location designated as responsible for the submitted claim,DE-128-4010-X12.json
FZ,Processor's Invoice Number - The invoice number of the third-party outside processor,DE-128-4010-X12.json
G1,Prior Authorization Number - An authorization number acquired prior to the submission of a claim,DE-128-4010-X12.json
G2,Provider Commercial Number - A unique number assigned to a provider by a commercial insurer,DE-128-4010-X12.json
G3,Predetermination of Benefits Identification Number - A number assigned by a third-party payer identifying the pre-treatment estimate,DE-128-4010-X12.json
G4,Peer Review Organization (PRO) Approval Number - An authorization number for certain surgical procedures and for an assistant at cataract surgery,DE-128-4010-X12.json
G5,Provider Site Number,DE-128-4010-X12.json
G6,Payer Assigned Resubmission Reference Number,DE-128-4010-X12.json
G7,Resubmission Reason Code - A code identifying the reason that the claim was resubmitted,DE-128-4010-X12.json
G8,Resubmission Number,DE-128-4010-X12.json
G9,Secondary Employee Identification Number,DE-128-4010-X12.json
GA,Government Advance Progress,DE-128-4010-X12.json
GB,Grain Block Number,DE-128-4010-X12.json
GC,Government Contract Number,DE-128-4010-X12.json
GD,Return Goods Bill of Lading Number - Bill of lading number for returned goods enroute,DE-128-4010-X12.json
GE,Geographic Number,DE-128-4010-X12.json
GF,Specialty License Number - A unique number assigned to each provider of service by specialty,DE-128-4010-X12.json
GG,Gauge Ticket Number,DE-128-4010-X12.json
GH,Identification Card Serial Number,DE-128-4010-X12.json
GI,Secondary Provider Number,DE-128-4010-X12.json
GJ,Cornbore Certification Number - Certificate stating that shipment is free of cornbores,DE-128-4010-X12.json
GK,Third Party Reference Number - A unique number assigned to a claim after it has been entered into the third party payer's adjudication system; this number is used by the payer to track claims internally,DE-128-4010-X12.json
GL,Geographic Destination Zone Number,DE-128-4010-X12.json
GM,Loan Acquisition Number - Number assigned to a loan during the acquisition process,DE-128-4010-X12.json
GN,Folder Number - Number used to identify the folder in which the loan is located,DE-128-4010-X12.json
GO,Exhibit Identifier,DE-128-4010-X12.json
GP,Government Priority Number,DE-128-4010-X12.json
GQ,Internal Purchase Order Release Number - The release number associated with the internal purchase order number,DE-128-4010-X12.json
GR,Grain Order Reference Number,DE-128-4010-X12.json
GS,General Services Administration Regulations (GSAR),DE-128-4010-X12.json
GT,Goods and Service Tax Registration Number,DE-128-4010-X12.json
GU,Internal Purchase Order Item Number - The item number associated with the internal purchase order,DE-128-4010-X12.json
GV,Third Party Purchase Order Number - The purchase order number from a manufacturer to a third-party which provides value added to the manufactured product,DE-128-4010-X12.json
GW,Third Party Purchase Order Release Number - The release number associated with a third-party purchase order number,DE-128-4010-X12.json
GWS,Group Work Candidate Sequence Number,DE-128-4010-X12.json
GX,Third Party Purchase Order Item Number - The item number associated with the third-party purchase order number,DE-128-4010-X12.json
GY,Empty Repositioning Number - Number used to authorize and track an empty container or bare chassis or generator set being repositioned for later use,DE-128-4010-X12.json
GZ,General Ledger Account,DE-128-4010-X12.json
H1,High Fabrication Authorization Number - The purchaser's program number that authorizes the highest amount of material production,DE-128-4010-X12.json
H2,High Raw Material Authorization Number - The purchaser's program number that authorizes the highest amount of raw material or purchased components in their original state to be secured for production,DE-128-4010-X12.json
H3,Gravity Source Meter Number,DE-128-4010-X12.json
H4,Federal Information Resources Management Regulation,DE-128-4010-X12.json
H5,Special Clause,DE-128-4010-X12.json
H6,Quality Clause,DE-128-4010-X12.json
H7,Standard Clause,DE-128-4010-X12.json
H8,Home Mortgage Disclosure Act (HMDA) Census Tract,DE-128-4010-X12.json
H9,Payment History Reference Number,DE-128-4010-X12.json
HA,Competent Authority,DE-128-4010-X12.json
HB,Bill & Hold Invoice Number,DE-128-4010-X12.json
HC,Heat Code,DE-128-4010-X12.json
HD,Department of Transportation Hazardous Number,DE-128-4010-X12.json
HE,Hazardous Exemption Number,DE-128-4010-X12.json
HF,Engineering Data List,DE-128-4010-X12.json
HG,Civil Action Number,DE-128-4010-X12.json
HH,Fiscal Code - Business Number assigned by the government,DE-128-4010-X12.json
HHT,Type of Household Goods Code,DE-128-4010-X12.json
HI,Health Industry Number (HIN),DE-128-4010-X12.json
HJ,Identity Card Number - Number assigned to an individual by a government,DE-128-4010-X12.json
HK,Judgment Number,DE-128-4010-X12.json
HL,SIREN Number - Number assigned to a business by the French Government,DE-128-4010-X12.json
HM,SIRET Number - Number assigned to a business for each location by the French Government,DE-128-4010-X12.json
HMB,Home Mortgage Disclosure Act Block Number Area,DE-128-4010-X12.json
HN,Hazardous Certification Number,DE-128-4010-X12.json
HO,Shipper's Hazardous Number,DE-128-4010-X12.json
HP,Pack & Hold Invoice Number,DE-128-4010-X12.json
HPI,Health Care Financing Administration National Provider Identifier,DE-128-4010-X12.json
HQ,Reinsurance Reference,DE-128-4010-X12.json
HR,Horsepower - Horsepower rating of the engine,DE-128-4010-X12.json
HS,Harmonized Code System (Canada),DE-128-4010-X12.json
HT,Code of Federal Regulations,DE-128-4010-X12.json
HU,Type of Escrow Number,DE-128-4010-X12.json
HUD,Department of Housing and Urban Development Acquisition Regulation (HUDAR),DE-128-4010-X12.json
HV,Escrow File Number,DE-128-4010-X12.json
HW,High/Wide File Number,DE-128-4010-X12.json
HX,Auto Loss Item Number,DE-128-4010-X12.json
HY,Property Loss Item Number,DE-128-4010-X12.json
HZ,Tax Agency Number (MERS [Mortgage Electronic Registration System] Federal Information Processing Standards [FIPS] Based Number),DE-128-4010-X12.json
I1,Owning Bureau Identification Number,DE-128-4010-X12.json
I2,Interstate Commerce Commission (ICC) Account Number - A code which is mandatory on Joint Facility Billing that indicates that the following is an ICC Account Number,DE-128-4010-X12.json
I3,Non-American Identification Number,DE-128-4010-X12.json
I4,Credit Counseling Identification Number,DE-128-4010-X12.json
I5,Invoice Identification,DE-128-4010-X12.json
I7,Credit Report Number,DE-128-4010-X12.json
I8,Social Insurance Number - Canadian Social Insurance Number,DE-128-4010-X12.json
I9,Pollutant,DE-128-4010-X12.json
IA,Internal Vendor Number,DE-128-4010-X12.json
